precision,recall
0.8294557097118463,1.0
0.8294516649274263,0.9999714073311603
0.8294713374285511,0.9999714073311603
0.8294910108628623,0.9999714073311603
0.8295106852304263,0.9999714073311603
0.8295303605313094,0.9999714073311603
0.8295500367655779,0.9999714073311603
0.8295697139332986,0.9999714073311603
0.8295893920345375,0.9999714073311603
0.8296090710693614,0.9999714073311603
0.8296287510378365,0.9999714073311603
0.8296484319400295,0.9999714073311603
0.8296681137760065,0.9999714073311603
0.8296877965458341,0.9999714073311603
0.8297074802495789,0.9999714073311603
0.8297271648873072,0.9999714073311603
0.8297468504590856,0.9999714073311603
0.8297665369649806,0.9999714073311603
0.8297862244050584,0.9999714073311603
0.829805912779386,0.9999714073311603
0.8298256020880295,0.9999714073311603
0.8298452923310554,0.9999714073311603
0.8298649835085304,0.9999714073311603
0.8298846756205212,0.9999714073311603
0.8299043686670938,0.9999714073311603
0.8299240626483151,0.9999714073311603
0.8299437575642516,0.9999714073311603
0.8299634534149699,0.9999714073311603
0.8299831502005364,0.9999714073311603
0.8300028479210176,0.9999714073311603
0.8300225465764803,0.9999714073311603
0.8300422461669911,0.9999714073311603
0.8300619466926162,0.9999714073311603
0.8300816481534226,0.9999714073311603
0.8301013505494766,0.9999714073311603
0.830121053880845,0.9999714073311603
0.8301407581475942,0.9999714073311603
0.8301604633497911,0.9999714073311603
0.8301801694875021,0.9999714073311603
0.8301998765607939,0.9999714073311603
0.8302195845697329,0.9999714073311603
0.8302392935143861,0.9999714073311603
0.83025900339482,0.9999714073311603
0.8302787142111011,0.9999714073311603
0.8302984259632962,0.9999714073311603
0.830318138651472,0.9999714073311603
0.830337852275695,0.9999714073311603
0.8303575668360321,0.9999714073311603
0.8303772823325498,0.9999714073311603
0.8303969987653148,0.9999714073311603
0.8304167161343939,0.9999714073311603
0.8304364344398537,0.9999714073311603
0.830456153681761,0.9999714073311603
0.8304758738601824,0.9999714073311603
0.8304718482106813,0.9999428146623206
0.830491569698409,0.9999428146623206
